priority,category_type,issue,idx,date,amount,merchant,receipt_total,receipt_merchant,receipt_date,ai_confidence,review_status,receipt_url,notes
OK,VERIFIED_MATCH,PERFECT MATCH,538,2025-02-24,$21.95,CLAUDE.AI SUBSCRIPTION,21.95,"Anthropic, PBC - Claude Pro",2025-02-23,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2025-02-24_21_95.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,537,2025-02-21,$26.25,METROPOLIS PARKING,26.25,Metropolis Parking,2025-02-20,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-02-21_26_25_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,536,2025-02-20,$261.61,SH NASHVILLE F&AMP;B,261.61,SH Nashville,2025-02-20,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2025-02-20_261_61.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,533,2025-02-18,$57.62,UBER *TRIP,57.62,Uber,2025-02-17,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2025-02-18_57_62.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,526,2025-02-14,$10.00,CLOUDFLARE,10.00,CLOUDFLARE,2025-02-14,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-02-14_10_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,527,2025-02-14,$55.95,UBER *TRIP,55.95,Uber,2025-02-13,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2025-02-14_55_95_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,525,2025-02-13,$9.00,SOURCEGRAPH INC,9.00,sourcegraph inc,2025-06-13,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2025-02-13_9_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,509,2025-02-11,$24.05,4289 TONY &AMP; BENNYS,24.05,TONY & BENNYS,2025-02-11,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/4289_tony_amp_bennys_2025-02-11_24_05_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,512,2025-02-11,$14.24,SQ *BREADS BAKERY UPPER E,14.24,Breads Bakery Upper East Side,2025-02-11,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_breads_bakery_upper_e_2025-02-11_14_24_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,507,2025-02-08,$10.00,CALENDARBRIDGE,10.00,CalendarBridge,2025-02-08,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2025-02-08_10_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,505,2025-02-07,$17.29,PMC - PAID PARKING,17.29,PMC PARKING,2025-02-07,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-02-07_17_29.png,
OK,VERIFIED_MATCH,PERFECT MATCH,502,2025-02-07,$19.37,CHAR GREEN HILLS,19.37,Char-Nashville,2025-02-07,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/char_green_hills_2025-02-07_19_37_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,497,2025-02-05,$15.99,METROPOLIS PARKING,15.99,METROPOLIS,2025-02-05,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-02-05_15_99_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,498,2025-02-05,$8.40,PMC - PAID PARKING,8.40,PMC PARKING,2025-02-05,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-02-05_8_40.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,494,2025-02-03,$15.92,CURSOR USAGE JAN,15.92,Cursor,2025-02-03,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_jan_2025-02-03_15_92_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,493,2025-02-01,$19.76,EXPENSIFY INC.,19.76,Expensify,2025-02-01,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2025-02-01_19_76_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,491,2025-01-30,$32.93,MIDJOURNEY INC.,32.93,Midjourney Inc,2025-01-29,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2025-01-30_32_93.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,492,2025-01-30,$59.62,UBER *TRIP,59.62,Uber,2025-01-29,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2025-01-30_59_62.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,490,2025-01-29,$12.72,UBER *TRIP,12.72,Uber,2025-01-29,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2025-01-29_12_72_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,487,2025-01-24,$21.95,CLAUDE.AI SUBSCRIPTION,21.95,Anthropic,2025-01-23,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2025-01-24_21_95.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,488,2025-01-24,$35.00,PIKA.ART,35.00,Pika,2025-01-24,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pikaart_2025-01-24_35_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,486,2025-01-23,$26.25,METROPOLIS PARKING,26.25,metropolis,2025-01-22,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-23_26_25_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,483,2025-01-22,$26.25,METROPOLIS PARKING,26.25,metropolis,2025-01-21,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-22_26_25_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,485,2025-01-22,$7.76,SH NASHVILLE - OTHER,7.76,Soho House Nashville,2025-01-21,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-22_7_76.png,
OK,VERIFIED_MATCH,PERFECT MATCH,479,2025-01-21,$7.76,SH NASHVILLE - OTHER,7.76,Soho House Nashville,2025-01-21,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-21_7_76.png,
OK,LIKELY_MATCH,Good match (conf: 85%),481,2025-01-21,$15.51,SH NASHVILLE - OTHER,15.51,Soho House Nashville,2025-01-21,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-21_15_51.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,476,2025-01-18,$160.00,CHARTMETRIC,160.00,"Chartmetric, Inc.",2025-01-18,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chartmetric_2025-01-18_160_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,477,2025-01-18,$10.23,METROPOLIS PARKING,10.23,Metropolis,2025-01-17,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-18_10_23_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,475,2025-01-17,$26.25,METROPOLIS PARKING,26.25,Metropolis,2025-01-16,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-17_26_25_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,474,2025-01-16,$78.00,TST* MELROSE BILLIARD PAR,78.00,Melrose Billiard Parlor,2025-01-15,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_melrose_billiard_par_2025-01-16_78_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,470,2025-01-15,$4.84,CLOUDFLARE,4.84,CLOUDFLARE,2025-01-15,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-01-15_4_84.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,467,2025-01-14,$5.00,CLOUDFLARE,5.00,CLOUDFLARE,2025-01-14,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-01-14_5_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,468,2025-01-14,$9.73,METROPOLIS PARKING,9.73,Metropolis,2025-01-14,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-14_9_73_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,469,2025-01-14,$26.22,PMC - PAID PARKING,26.22,PMC - PAID PARKING,,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-01-14_26_22.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),466,2025-01-13,$9.00,SOURCEGRAPH INC,9.00,"Sourcegraph, Inc.",2024-11-13,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2025-01-13_9_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,462,2025-01-09,$21.00,METROPOLIS PARKING,21.00,metropolis,2025-01-08,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-09_21_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,459,2025-01-08,$17.88,METROPOLIS PARKING,17.88,METROPOLIS,2025-01-08,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-08_17_88.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,460,2025-01-08,$13.13,SPOTIFY USA,13.13,Spotify USA Inc.,2024-12-08,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2025-01-08_13_13_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,457,2025-01-07,$16.54,SQ *MONAMIE COFFEE,16.54,Monamie Coffee,2025-01-07,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_monamie_coffee_2025-01-07_16_54.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,452,2025-01-06,$15.99,METROPOLIS PARKING,15.99,Metropolis Parking,2025-01-06,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-06_15_99_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,455,2025-01-06,$50.00,THE DONELSON PUB,50.00,THE DONELSON PUB,2025-01-05,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/the_donelson_pub_2025-01-06_50_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,448,2025-01-04,$78.36,DEL FRISCOS GRIL BRNTWOD,78.36,Del Frisco's Grille,2025-01-03,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/del_friscos_gril_brntwod_2025-01-04_78_36.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,449,2025-01-04,$65.88,DEL FRISCOS GRIL BRNTWOD,65.88,Del Frisco's Grille,2025-01-03,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/del_friscos_gril_brntwod_2025-01-04_65_88.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,447,2025-01-01,$19.76,EXPENSIFY INC.,19.76,Expensify,2025-01-01,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2025-01-01_19_76_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,445,2024-12-30,$51.30,LITTLE CAESARS 1890-0003,51.30,Little Caesars,2024-12-30,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/little_caesars_1890_0003_2024-12-30_51_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,446,2024-12-30,$32.93,MIDJOURNEY INC.,32.93,Midjourney Inc,2024-12-29,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-12-30_32_93.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,441,2024-12-24,$21.95,CLAUDE.AI SUBSCRIPTION,21.95,Anthropic,2024-12-23,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-12-24_21_95.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,442,2024-12-24,$28.00,PIKA.ART,28.00,Prika,2024-12-23,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pikaart_2024-12-24_28_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,436,2024-12-20,$20.68,SH NASHVILLE - OTHER,20.68,Soho House Nashville,2024-12-20,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-12-20_20_68.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,437,2024-12-20,$49.84,TST*GREEN HILLS GRILLE,49.84,Green Hills Grille,2024-12-20,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstgreen_hills_grille_2024-12-20_49_84_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,434,2024-12-19,$16.29,METROPOLIS PARKING,15.99,metropolis,2024-12-18,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-12-19_16_29.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,435,2024-12-19,$360.00,ROSTR PRO* TRIAL OVER,360.00,"ROSTR, Inc",2024-12-19,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/rostr_pro_trial_over_2024-12-19_360_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,429,2024-12-18,$160.00,CHARTMETRIC,160.00,"Chartmetric, Inc.",2024-12-18,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chartmetric_2024-12-18_160_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,430,2024-12-18,$15.99,METROPOLIS PARKING,15.99,metropolis,2024-12-18,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-12-18_15_99_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,431,2024-12-18,$55.98,W NASHVILLE,55.98,W Nashville,2024-12-18,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/w_nashville_2024-12-18_55_98.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,432,2024-12-18,$180.00,W NASHVILLE,180.00,W Nashville,2024-12-18,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/w_nashville_2024-12-18_180_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,427,2024-12-17,$21.00,METROPOLIS PARKING,21.00,metropolis,2024-12-12,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-12-17_21_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,428,2024-12-17,$80.70,TST*CROWS NEST,80.70,Crow's Nest,2024-12-17,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstcrows_nest_2024-12-17_80_7.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,418,2024-12-12,$21.00,METROPOLIS PARKING,21.00,Metropolis,2024-12-12,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-12-12_21_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,419,2024-12-12,$15.51,SH NASHVILLE - OTHER,15.51,Soho House Nashville,2024-12-12,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-12-12_15_51.png,
OK,VERIFIED_MATCH,PERFECT MATCH,416,2024-12-09,$34.07,UBER *TRIP,34.07,Uber,2024-12-08,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-09_34_07_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,417,2024-12-09,$46.83,UBER *TRIP,46.83,Uber,2024-12-08,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-09_46_83.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,412,2024-12-08,$10.00,CALENDARBRIDGE,10.00,CalendarBridge,2024-12-08,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-12-08_10_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,413,2024-12-08,$13.13,SPOTIFY USA,13.13,Spotify USA Inc.,2024-12-08,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-12-08_13_13_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,414,2024-12-08,$35.00,VHLV-KITCHEN AT COMMON,35.00,VHLV-KITCHEN AT COMMON,2024-12-08,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/vhlv_kitchen_at_common_2024-12-08_35_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,405,2024-12-07,$19.00,DESERT STAR LOUNGE,19.00,Desert Star Bar,2024-12-07,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/desert_star_lounge_2024-12-07_19_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,406,2024-12-07,$1142.43,GOLDEN NUGGET HOTEL LV,1142.43,GOLDEN NUGGET LAS VEGAS,,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/golden_nugget_hotel_lv_2024-12-07_1142_43.png,
OK,VERIFIED_MATCH,PERFECT MATCH,407,2024-12-07,$355.00,HOTELTONIGHT*VIRGIN HO,355.00,HotelTonight for Virgin Hotels Las Vegas,2024-12-06,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/hoteltonightvirgin_ho_2024-12-07_355_0.png,
OK,VERIFIED_MATCH,PERFECT MATCH,408,2024-12-07,$33.16,PIZZA FORTE HARD ROCK,33.16,Pizza Forte,2024-12-07,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pizza_forte_hard_rock_2024-12-07_33_16.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,409,2024-12-07,$664.98,SOUTHWES 5262587584631,664.98,Southwest,2024-12-07,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/southwes_5262587584631_2024-12-07_664_98.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,410,2024-12-07,$34.68,UBER *TRIP,34.68,Uber,2024-12-06,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-07_34_68.png,
OK,VERIFIED_MATCH,PERFECT MATCH,411,2024-12-07,$40.60,VHLV-CHOW FUN,40.60,VHLV-CHOW FUN,2024-12-06,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/vhlv_chow_fun_2024-12-07_40_6.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,394,2024-12-06,$33.38,COSMOPOL-BANG BAR,33.38,THE COSMOPOLITAN,2024-12-07,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cosmopol_bang_bar_2024-12-06_33_38.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,396,2024-12-06,$18.89,CURB LV TAXI YCS,18.89,Not listed (implied taxi service),2024-12-04,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/curb_lv_taxi_ycs_2024-12-06_18_89_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,397,2024-12-06,$43.49,DESERT CAB,43.49,Desert Cab,2024-12-06,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/desert_cab_2024-12-06_43_49_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,398,2024-12-06,$17.55,PORT OF SUBS 0053,17.55,Port of Subs #053,2022-12-06,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/port_of_subs_0053_2024-12-06_17_55_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,400,2024-12-06,$20.84,UBER *TRIP,20.84,Uber,2024-12-06,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-06_20_84.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,401,2024-12-06,$54.93,UBER *TRIP,54.93,Uber,2024-12-05,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-06_54_93.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,402,2024-12-06,$35.21,UBER *TRIP,35.21,Uber,2024-12-05,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-06_35_21_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,388,2024-12-05,$38.82,BONANNOS NY PIZZERIA D,38.82,Bonanno's Pizzeria MGM Dome,2024-12-05,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/bonannos_ny_pizzeria_d_2024-12-05_38_82_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,389,2024-12-05,$24.25,CHICK-FIL-A LAS VEGAS,24.25,Chick-fil-A,2024-12-04,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chick_fil_a_las_vegas_2024-12-05_24_25.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,391,2024-12-05,$26.50,LAS VEGAS CONVENTION CTR,26.50,LAS VEGAS CONVENTION CTR,,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/las_vegas_convention_ctr_2024-12-05_26_5.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,393,2024-12-05,$21.51,UBER *TRIP,21.51,Uber,2024-12-05,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-05_21_51_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,384,2024-12-04,$37.18,CURB LV TAXI NELLIS,37.18,Nellis Cab,2024-12-03,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/curb_lv_taxi_nellis_2024-12-04_37_18.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,386,2024-12-04,$75.00,PROFESSIONAL RODEO COWBO,75.00,PROFESSIONAL RODEO COWBOY,2024-12-03,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/professional_rodeo_cowbo_2024-12-04_75_0.jpeg,
OK,VERIFIED_MATCH,PERFECT MATCH,378,2024-12-03,$708.64,COSMOPOL-BLUE RIBBON,708.64,Blue Ribbon Las Vegas,2024-12-03,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cosmopol_blue_ribbon_2024-12-03_708_64.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,379,2024-12-03,$31.67,RWLV RW STORE HILTON,31.67,Resorts World,2024-12-03,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/rwlv_rw_store_hilton_2024-12-03_31_67_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,380,2024-12-03,$22.37,STARBUCKS 65853,22.37,Starbucks,2021-12-03,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/starbucks_65853_2024-12-03_22_37_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,381,2024-12-03,$28.46,UBER *TRIP,28.93,Uber,2024-12-06,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-03_28_46_3.png,
OK,VERIFIED_MATCH,PERFECT MATCH,382,2024-12-03,$48.15,UBER *TRIP,48.15,Uber,2024-12-04,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-03_48_15.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,383,2024-12-03,$24.22,UBER *TRIP,24.22,Uber,2024-12-02,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-03_24_22.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,373,2024-12-02,$11.00,SO PT CATALINA BAR,11.00,SO PT CATALINA BAR,,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/so_pt_catalina_bar_2024-12-02_11_00.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,374,2024-12-02,$12.25,THE URBAN JUICER,12.25,THE URBAN JUICER,2024-12-02,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/the_urban_juicer_2024-12-02_12_25_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,375,2024-12-02,$51.07,UBER *TRIP,51.07,Uber,2024-12-02,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-02_51_07_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,376,2024-12-02,$37.14,UBER *TRIP,37.14,Uber,2024-12-02,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-02_37_14_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,377,2024-12-02,$20.14,WENDYS #652,20.14,Wendy's Restaurant #6527,2024-12-02,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/wendys_652_2024-12-02_20_14.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,372,2024-12-01,$19.76,EXPENSIFY INC.,19.76,Expensify,2024-12-01,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2024-12-01_19_76_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,370,2024-11-30,$100.00,IM-ADA.AI,100.00,Ada AI,2024-11-30,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-11-30_100_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,371,2024-11-30,$32.93,MIDJOURNEY INC.,32.93,Midjourney Inc,2024-11-29,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-11-30_32_93.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,366,2024-11-27,$12.84,PMC - PAID PARKING,12.84,PMC,,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-11-27_12_84.jpg,
