index,date,amount,merchant,receipt_url,verdict,confidence,receipt_total,receipt_merchant,reasoning
591,2025-03-25,36.72,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-03-25_36_72.jpg,VERIFIED,100,36.72,metropolis,"The receipt total is $36.72, the date is March 25, 2025, and the merchant is Metropolis. All match the bank transaction."
590,2025-03-25,66.83,12 SOUTH TAPROOM &AMP; GRILL,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/12_south_taproom_amp_grill_2025-03-25_66_83.jpg,VERIFIED,100,66.83,12 South Taproom,"The receipt total is $66.83, the date is 2025-03-25, and the merchant is 12 South Taproom. All match the bank transaction."
593,2025-03-25,30.73,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-03-25_30_73.png,VERIFIED,100,30.73,PMC,"The receipt total is $30.73, which matches the bank transaction amount. The merchant name on the receipt is PMC, which matches the bank transaction merchant name. There is no date on the receipt, but the other information matches."
588,2025-03-24,26.65,DD *DOORDASH SHIPLEYDO,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_shipleydo_2025-03-24_26_65.jpg,VERIFIED,100,26.65,Shipley Donuts,"The receipt total is $26.65, which matches the bank transaction amount. The receipt date is 2025-03-23, which is within 7 days of the bank transaction date of 2025-03-24. The receipt merchant is Shipley Donuts, which reasonably matches the bank transaction merchant DD *DOORDASH SHIPLEYDO."
587,2025-03-24,21.95,CLAUDE.AI SUBSCRIPTION,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2025-03-24_21_95.jpg,VERIFIED,100,21.95,"Anthropic, PBC","The receipt total is $21.95, matching the bank transaction amount. The receipt date is March 23, 2025, which is within 7 days of the bank transaction date of March 24, 2025. The receipt merchant is ""Anthropic, PBC"", which reasonably matches ""CLAUDE.AI SUBSCRIPTION"" (Claude is an Anthropic product)."
584,2025-03-23,20.02,CURSOR USAGE MID MAR,,NO_RECEIPT,0,,,No receipt attached
583,2025-03-22,46.45,TST* TWO HANDS - NASHVILL,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_two_hands_nashvill_2025-03-22_46_45.jpg,VERIFIED,100,46.45,TWO HANDS,The receipt total ($46.45) matches the bank transaction amount. The receipt date (2025-03-21) is within 7 days of the bank transaction date (2025-03-22). The merchant name on the receipt (TWO HANDS) reasonably matches the bank transaction merchant name (TST* TWO HANDS - NASHVILL).
581,2025-03-21,15.99,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-03-21_15_99_3.jpg,MISMATCH,100,15.99,metropolis,"The receipt total and merchant name match the bank transaction. However, the receipt date (2024-08-01) is not within 7 days of the bank transaction date (2025-03-21)."
580,2025-03-21,9.0,HUGGINGFACE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/huggingface_2025-03-21_9_0.jpg,VERIFIED,100,9.00,Hugging Face Inc,"The receipt total is $9.00, matching the bank transaction amount. The merchant name 'Hugging Face Inc' reasonably matches 'HUGGINGFACE'. The receipt date of March 20, 2025 is within 7 days of the bank transaction date of March 21, 2025."
578,2025-03-20,20.0,CURSOR USAGE MID MAR,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_mid_mar_2025-03-20_20_0.jpg,VERIFIED,95,20.00,Cursor,"The receipt shows a $20.00 payment to Cursor. The bank transaction is for $20.00 to CURSOR USAGE MID MAR on 2025-03-20. The amount matches, the merchant name is a reasonable match, and there is no date on the receipt to compare."
575,2025-03-14,10.0,CLOUDFLARE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-03-14_10_0.jpg,MISMATCH,100,10.00,CLOUDFLARE,"The amount and merchant match, but the receipt date (2025-02-14) is not within 7 days of the bank transaction date (2025-03-14)."
573,2025-03-13,9.0,SOURCEGRAPH INC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2025-03-13_9_0.jpg,MISMATCH,100,9.00,"Sourcegraph, Inc.","The amount matches ($9.00), and the merchant name is a reasonable match (SOURCEGRAPH INC vs Sourcegraph, Inc.). However, the dates do not match and are not within the 7-day window (2025-03-13 vs 2024-11-13)."
572,2025-03-13,36.75,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-03-13_36_75_3.jpg,VERIFIED,100,36.75,metropolis,"The receipt total is $36.75, matching the bank transaction. The receipt date is March 12, 2025, which is within 7 days of the bank transaction date of March 13, 2025. The receipt merchant is Metropolis, which matches the bank transaction merchant."
574,2025-03-13,55.91,UNCLE JULIO'S BRENTWOOD,,NO_RECEIPT,0,,,No receipt attached
570,2025-03-11,20.0,CURSOR USAGE MID MAR,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_mid_mar_2025-03-11_20_0.jpg,VERIFIED,95,20.00,Cursor,"The receipt shows a payment of $20.00 to Cursor. The bank transaction is for $20.00 to CURSOR USAGE MID MAR. The amounts match, and the merchant names are similar enough. There is no date on the receipt, but the other information is sufficient to verify."
569,2025-03-09,112.84,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-03-09_112_84.jpg,MISMATCH,100,100.82,Soho House Nashville,The amount ($100.82) does not match the bank transaction amount ($112.84). The date (2024-09-05) is not within 7 days of the bank transaction date (2025-03-09). The merchant name 'Soho House Nashville' reasonably matches 'SH NASHVILLE - OTHER'.
568,2025-03-08,13.13,SPOTIFY USA,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2025-03-08_13_13_3.jpg,UNCLEAR,0,,,API error: 429
567,2025-03-08,10.0,CALENDARBRIDGE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2025-03-08_10_0.jpg,UNCLEAR,0,,,API error: 429
566,2025-03-07,4.88,LAZ PARKING M32180-FLOWB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/laz_parking_m32180_flowb_2025-03-07_4_88.jpg,UNCLEAR,0,,,API error: 429
564,2025-03-07,20.0,CURSOR AI POWERED IDE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_ai_powered_ide_2025-03-07_20_0.jpg,UNCLEAR,0,,,API error: 429
558,2025-03-06,26.18,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-03-06_26_18.png,UNCLEAR,0,,,API error: 429
562,2025-03-06,30.92,TST* JUST LOVE COFFEE - M,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_just_love_coffee_m_2025-03-06_30_92.jpg,UNCLEAR,0,,,API error: 429
561,2025-03-06,23.36,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-03-06_23_36.jpg,UNCLEAR,0,,,API error: 429
560,2025-03-06,49.31,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-03-06_49_31.PNG,UNCLEAR,0,,,API error: 429
559,2025-03-06,29.63,PMC - PAID PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-03-06_29_63.jpg,UNCLEAR,0,,,API error: 429
554,2025-03-03,3.68,CURSOR USAGE FEB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_feb_2025-03-03_3_68.jpg,UNCLEAR,0,,,API error: 429
550,2025-02-28,32.93,MIDJOURNEY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2025-02-28_32_93.jpg,UNCLEAR,0,,,API error: 429
549,2025-02-28,9.73,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-02-28_9_73_3.jpg,UNCLEAR,0,,,API error: 429
547,2025-02-26,85.64,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-02-26_85_64.jpg,UNCLEAR,0,,,API error: 429
543,2025-02-26,65.36,CORNER PUB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2025-02-26_65_36.jpg,UNCLEAR,0,,,API error: 429
544,2025-02-26,20.0,CURSOR USAGE MID FEB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_mid_feb_2025-02-26_20_0.jpg,VERIFIED,95,20.00,Cursor,"The receipt shows a $20.00 payment to Cursor. The bank transaction is for $20.00 to CURSOR USAGE MID FEB. The amounts match, and the merchant names are similar enough. No date is available on the receipt, but the other information matches."
546,2025-02-26,15.99,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-02-26_15_99.jpg,VERIFIED,100,15.99,metropolis,"The receipt total, date, and merchant name all match the bank transaction. The amount is exactly the same, the date is the same, and the merchant name is a reasonable match."
540,2025-02-25,44.25,SHOEBOXED.COM,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/shoeboxedcom_2025-02-25_44_25_3.jpg,UNCLEAR,50,,shoeboxed,"The receipt image does not contain the total amount or the date. The merchant name matches the bank transaction. Without the total amount and date, it is impossible to verify the transaction."
541,2025-02-25,49.61,TST* BOOTLEGGERS INN,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_bootleggers_inn_2025-02-25_49_61.jpg,VERIFIED,100,49.61,Bootleggers Inn,The receipt total ($49.61) matches the bank transaction amount ($49.61). The receipt date (2025-02-25) matches the bank transaction date (2025-02-25). The receipt merchant (Bootleggers Inn) reasonably matches the bank transaction merchant (TST* BOOTLEGGERS INN).
538,2025-02-24,21.95,CLAUDE.AI SUBSCRIPTION,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2025-02-24_21_95.jpg,VERIFIED,100,21.95,"Anthropic, PBC","The receipt total ($21.95) matches the bank transaction amount ($21.95). The receipt date (2025-02-23) is within 7 days of the bank transaction date (2025-02-24). The receipt merchant (Anthropic, PBC) reasonably matches the bank transaction merchant (CLAUDE.AI SUBSCRIPTION) since Claude.ai is a product of Anthropic."
537,2025-02-21,26.25,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-02-21_26_25_3.jpg,VERIFIED,100,26.25,metropolis,"The receipt total is $26.25, which matches the bank transaction amount. The receipt date is February 20, 2025, which is within 7 days of the bank transaction date of February 21, 2025. The receipt merchant is ""metropolis"", which reasonably matches the bank transaction merchant ""METROPOLIS PARKING""."
460,2025-01-08,13.13,SPOTIFY USA,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2025-01-08_13_13_3.jpg,VERIFIED,100,13.13,Spotify USA Inc.,The receipt total matches the bank transaction amount. The merchant name matches. The receipt date is within 7 days of the bank transaction date (2025-01-08).
459,2025-01-08,17.88,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-08_17_88.jpg,VERIFIED,100,17.88,metropolis,"The receipt total is $17.88, the date is January 8, 2025, and the merchant is Metropolis. All match the bank transaction."
458,2025-01-08,10.0,CALENDARBRIDGE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2025-01-08_10_0.jpg,MISMATCH,100,10.00,CalendarBridge,"The amount and merchant match, but the receipt date (2024-08-08) is not within 7 days of the bank transaction date (2025-01-08)."
457,2025-01-07,16.54,SQ *MONAMIE COFFEE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_monamie_coffee_2025-01-07_16_54.jpg,VERIFIED,100,16.54,Monamie Coffee,"The receipt total is $16.54, the date is 2025-01-07, and the merchant is Monamie Coffee. All match the bank transaction."
456,2025-01-07,100.0,CURSOR AI POWERED IDE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_ai_powered_ide_2025-01-07_100_0.png,MISMATCH,95,,LSE LACROIX SPORTS & ENTERTAINMENT,"The receipt shows the logo for LSE LACROIX SPORTS & ENTERTAINMENT. The bank transaction is for CURSOR AI POWERED IDE. The merchant names do not match, and there is no amount or date on the receipt."
455,2025-01-06,50.0,THE DONELSON PUB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/the_donelson_pub_2025-01-06_50_0.jpg,VERIFIED,95,50.00,THE DONELSON PUB,"The receipt shows a total of $50.00, the date is 2025-01-05, and the merchant is THE DONELSON PUB. The amount is within the $1.00 tolerance, the date is within 7 days, and the merchant name matches."
454,2025-01-06,13.5,THE DONELSON PUB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/the_donelson_pub_2025-01-06_13_5.jpg,MISMATCH,95,13.50,"NASHVILLE, TN","The receipt total is $13.50, matching the bank transaction amount. The receipt date is 2025-01-05, which is within the 7-day window of the bank transaction date (2025-01-06). However, the merchant name on the receipt is ""NASHVILLE, TN"" which does not match ""THE DONELSON PUB"". Therefore, the transaction is a MISMATCH."
453,2025-01-06,72.38,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-06_72_38.jpg,MISMATCH,95,72.26,Soho House Nashville,"The receipt total ($72.26) is within $1.00 of the bank transaction amount ($72.38). The merchant name 'Soho House Nashville' reasonably matches 'SH NASHVILLE - OTHER'. However, the receipt date (2023-08-10) is not within 7 days of the bank transaction date (2025-01-06)."
452,2025-01-06,15.99,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-06_15_99_3.jpg,VERIFIED,100,15.99,metropolis,"The receipt total is $15.99, the date is 2025-01-06, and the merchant is Metropolis. All match the bank transaction."
451,2025-01-06,18.47,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-06_18_47.jpg,UNCLEAR,0,,,API error: 429
450,2025-01-05,155.6,THE GOAT MOUNT JULIET,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/the_goat_mount_juliet_2025-01-05_155_6.jpg,UNCLEAR,0,,,API error: 429
448,2025-01-04,78.36,DEL FRISCOS GRIL BRNTWOD,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/del_friscos_gril_brntwod_2025-01-04_78_36.jpg,UNCLEAR,0,,,API error: 429
449,2025-01-04,65.88,DEL FRISCOS GRIL BRNTWOD,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/del_friscos_gril_brntwod_2025-01-04_65_88.jpg,UNCLEAR,0,,,API error: 429
447,2025-01-01,19.76,EXPENSIFY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2025-01-01_19_76_3.jpg,UNCLEAR,0,,,API error: 429
446,2024-12-30,32.93,MIDJOURNEY INC.,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-12-30_32_93.jpg,UNCLEAR,0,,,API error: 429
445,2024-12-30,51.3,LITTLE CAESARS 1890-0003,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/little_caesars_1890_0003_2024-12-30_51_3.jpg,UNCLEAR,0,,,API error: 429
444,2024-12-28,8.0,CARTA NORTH GARAGE,,NO_RECEIPT,0,,,No receipt attached
443,2024-12-25,44.25,SHOEBOXED.* TRIAL PROF,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/shoeboxed_trial_prof_2024-12-25_44_25_3.jpg,UNCLEAR,0,,,API error: 429
442,2024-12-24,28.0,PIKA.ART,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pikaart_2024-12-24_28_0.jpg,VERIFIED,100,28.00,Pika,"The receipt total is $28.00, the date is December 23, 2024, and the merchant is Pika. The bank transaction is for $28.00 on December 24, 2024, from PIKA.ART. The amount matches exactly, the merchant name is a reasonable match, and the date is within 7 days."
441,2024-12-24,21.95,CLAUDE.AI SUBSCRIPTION,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-12-24_21_95.jpg,VERIFIED,100,21.95,Anthropic,"The receipt total is $21.95, which matches the bank transaction amount. The receipt date is December 23, 2024, which is within 7 days of the bank transaction date of December 24, 2024. The receipt merchant is Anthropic, which reasonably matches the bank transaction merchant CLAUDE.AI SUBSCRIPTION (Claude is an Anthropic product)."
439,2024-12-21,24.43,CURSOR AI POWERED IDE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_ai_powered_ide_2024-12-21_24_43.jpg,MISMATCH,100,109.84,Cursor,The amount and merchant name do not match. The date is also incorrect.
437,2024-12-20,49.84,TST*GREEN HILLS GRILLE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstgreen_hills_grille_2024-12-20_49_84_3.jpg,VERIFIED,100,49.84,Green Hills Grille,The receipt total ($49.84) matches the bank transaction amount ($49.84). The receipt date (2024-12-20) matches the bank transaction date (2024-12-20). The receipt merchant (Green Hills Grille) reasonably matches the bank transaction merchant (TST*GREEN HILLS GRILLE).
436,2024-12-20,20.68,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-12-20_20_68.jpg,VERIFIED,100,20.68,Soho House Nashville,"The receipt total, date, and merchant name all match the bank transaction. The amount is exact, the date is the same, and 'SH NASHVILLE' is a reasonable abbreviation of 'Soho House Nashville'."
435,2024-12-19,360.0,ROSTR PRO* TRIAL OVER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/rostr_pro_trial_over_2024-12-19_360_0.jpg,VERIFIED,100,360.00,"ROSTR, Inc","The receipt total is $360.00, the date is 2024-12-19, and the merchant is ROSTR, Inc. All match the bank transaction details."
434,2024-12-19,16.29,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-12-19_16_29.jpg,VERIFIED,95,15.99,metropolis,The receipt total ($15.99) is within $1.00 of the bank transaction amount ($16.29). The receipt date (2024-12-18) is within 7 days of the bank transaction date (2024-12-19). The receipt merchant (metropolis) matches the bank transaction merchant (METROPOLIS PARKING).
433,2024-12-19,130.12,CORNER PUB,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-12-19_130_12_3.jpg,MISMATCH,100,130.01,Corner Pub Green Hills,"The receipt total of $130.01 matches the bank transaction amount of $130.12. The merchant name 'Corner Pub Green Hills' reasonably matches 'CORNER PUB'. However, the receipt date of 2023-04-18 does not fall within the acceptable 7-day window of the bank transaction date of 2024-12-19."
432,2024-12-18,180.0,W NASHVILLE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/w_nashville_2024-12-18_180_0.jpg,VERIFIED,100,180.00,W Nashville,"The receipt total is $180.00, which matches the bank transaction amount. The receipt date is 2024-12-18, which matches the bank transaction date. The receipt merchant is W Nashville, which matches the bank transaction merchant."
431,2024-12-18,55.98,W NASHVILLE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/w_nashville_2024-12-18_55_98.jpg,VERIFIED,100,55.98,W Nashville,The receipt total ($55.98) matches the bank transaction amount ($55.98). The receipt date (2024-12-18) matches the bank transaction date (2024-12-18). The receipt merchant (W Nashville) matches the bank transaction merchant (W NASHVILLE).
430,2024-12-18,15.99,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-12-18_15_99_3.jpg,VERIFIED,100,15.99,metropolis,The receipt total ($15.99) matches the bank transaction amount ($15.99). The receipt date (2024-12-18) matches the bank transaction date (2024-12-18). The receipt merchant (metropolis) matches the bank transaction merchant (METROPOLIS PARKING).
429,2024-12-18,160.0,CHARTMETRIC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chartmetric_2024-12-18_160_0.jpg,VERIFIED,100,160.00,Chartmetric,"The receipt total is $160.00, the date is December 18, 2024, and the merchant is Chartmetric. All match the bank transaction."
428,2024-12-17,80.7,TST*CROWS NEST,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstcrows_nest_2024-12-17_80_7.jpg,VERIFIED,100,80.70,Crow's Nest,The receipt total ($80.70) matches the bank transaction amount ($80.70). The receipt date (2024-12-17) matches the bank transaction date (2024-12-17). The receipt merchant (Crow's Nest) reasonably matches the bank transaction merchant (TST*CROWS NEST).
427,2024-12-17,21.0,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-12-17_21_0.jpg,VERIFIED,100,21.00,metropolis,"The receipt total is $21.00, matching the bank transaction. The merchant name is 'metropolis', which matches the bank transaction. The receipt date is December 12, 2024, which is within 7 days of the bank transaction date of December 17, 2024."
426,2024-12-16,45.24,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-12-16_45_24.jpg,MISMATCH,100,45.24,Soho House Nashville,"The amount matches ($45.24), and the merchant name is similar (SH NASHVILLE vs Soho House Nashville). However, the date on the receipt (2024-11-08) is not within 7 days of the bank transaction date (2024-12-16)."
423,2024-12-14,33.59,CURSOR AI POWERED IDE,,NO_RECEIPT,0,,,No receipt attached
422,2024-12-14,5.0,CLOUDFLARE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-12-14_5_0.jpg,MISMATCH,95,5.00,CLOUDFLARE,"The amount matches ($5.00). The merchant name matches (CLOUDFLARE). However, the receipt date is January 14, 2025, while the bank transaction date is December 14, 2024. The dates are not within 7 days of each other."
420,2024-12-13,9.0,SOURCEGRAPH INC,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2024-12-13_9_0.jpg,UNCLEAR,0,,,API error: 429
419,2024-12-12,15.51,SH NASHVILLE - OTHER,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-12-12_15_51.png,UNCLEAR,0,,,API error: 429
418,2024-12-12,21.0,METROPOLIS PARKING,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-12-12_21_0.jpg,UNCLEAR,0,,,API error: 429
417,2024-12-09,46.83,UBER *TRIP,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-09_46_83.jpg,UNCLEAR,0,,,API error: 429
416,2024-12-09,34.07,UBER *TRIP,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-09_34_07_3.jpg,UNCLEAR,0,,,API error: 429
415,2024-12-08,108.84,VHLV-LODGING,,NO_RECEIPT,0,,,No receipt attached
412,2024-12-08,10.0,CALENDARBRIDGE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-12-08_10_0.jpg,UNCLEAR,0,,,API error: 429
413,2024-12-08,13.13,SPOTIFY USA,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-12-08_13_13_3.jpg,UNCLEAR,0,,,API error: 429
414,2024-12-08,35.0,VHLV-KITCHEN AT COMMON,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/vhlv_kitchen_at_common_2024-12-08_35_0.jpg,UNCLEAR,0,,,API error: 429
404,2024-12-07,20.0,CURSOR AI POWERED IDE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_ai_powered_ide_2024-12-07_20_0.jpg,UNCLEAR,0,,,API error: 429
407,2024-12-07,355.0,HOTELTONIGHT*VIRGIN HO,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/hoteltonightvirgin_ho_2024-12-07_355_0.png,UNCLEAR,0,,,API error: 429
406,2024-12-07,1142.43,GOLDEN NUGGET HOTEL LV,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/golden_nugget_hotel_lv_2024-12-07_1142_43.png,UNCLEAR,0,,,API error: 429
405,2024-12-07,19.0,DESERT STAR LOUNGE,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/desert_star_lounge_2024-12-07_19_0.jpg,VERIFIED,100,19.00,Desert Star Bar,"The receipt total is $19.00, which matches the bank transaction amount. The receipt date is 12/07/24, which matches the bank transaction date of 2024-12-07. The receipt merchant is Desert Star Bar, which reasonably matches the bank transaction merchant DESERT STAR LOUNGE."
408,2024-12-07,33.16,PIZZA FORTE HARD ROCK,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pizza_forte_hard_rock_2024-12-07_33_16.jpg,VERIFIED,100,33.16,Pizza Forte,"The receipt total is $33.16, the date is 2024-12-07, and the merchant is Pizza Forte. All match the bank transaction."
403,2024-12-07,16.83,CURB LV TAXI YCS,,NO_RECEIPT,0,,,No receipt attached
298,2024-10-24,21.95,CLAUDE.AI SUBSCRIPTION,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-10-24_21_95.jpg,VERIFIED,100,21.95,Anthropic,"The receipt total is $21.95, which matches the bank transaction amount. The receipt date is October 23, 2024, which is within 7 days of the bank transaction date of October 24, 2024. The receipt merchant is Anthropic, which reasonably matches the bank transaction merchant of CLAUDE.AI SUBSCRIPTION."
827,2024-10-23,6.73,Belcourt Luke II,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/belcourt_luke_ii_2024-10-23_6_73.jpg,VERIFIED,100,6.73,Belcourt Luke II,The receipt total ($6.73) matches the bank transaction amount ($6.73). The receipt date (2024-10-23) matches the bank transaction date (2024-10-23). The merchant name on the receipt (Belcourt Luke II) matches the bank transaction merchant name (Belcourt Luke II).
295,2024-10-23,6.73,201 BELCOURT LOT,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/201_belcourt_lot_2024-10-23_6_73.jpg,VERIFIED,100,6.73,Belcourt Lot 201,"The receipt total is $6.73, the date is 2024-10-23, and the merchant is Belcourt Lot 201. All match the bank transaction."
297,2024-10-23,34.75,TST*FIDO BONGO JAVA,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstfido_bongo_java_2024-10-23_34_75_3.jpg,VERIFIED,100,34.75,Fido,"The receipt total is $34.75, which matches the bank transaction amount. The receipt date is 2024-10-23, which matches the bank transaction date. The receipt merchant is Fido, which reasonably matches the bank transaction merchant TST*FIDO BONGO JAVA."
294,2024-10-22,144.0,RUNWAY STANDARD PLAN,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/runway_standard_plan_2024-10-22_144_0.jpg,VERIFIED,100,144.00,"Runway AI, Inc.","The receipt total is $144.00, the date is 2024-10-22, and the merchant is Runway AI, Inc. This matches the bank transaction amount of $144.00, date of 2024-10-22, and merchant Runway STANDARD PLAN (Runway AI, Inc.)."
