id,date,bank_description,amount,merchant,description,status,receipt_url
115,2024-08-27,APPLE.COM/BILL,40.33,Apple,Apple - Apple One Monthly,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/115_apple_services_2024-08-27_40_32.jpg
116,2024-08-27,SOUTHWES 5262554636372,418.98,Southwest,Southwest Airlines - Business flight,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/116_southwest_2024-09-10_418_98.jpg
122,2024-08-28,SH NASHVILLE - OTHER,18.10,Soho House Nashville,Soho House Nashville - Meeting with Scott Siman (Em.co),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/122_soho_house_nashville_2024-08-28_18_10.jpg
632,2024-08-28,PMC - PAID PARKING,26.22,PMC,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/632_pmc_2024-08-28_26_21.jpg
124,2024-08-29,CHAR GREEN HILLS,67.81,Char-Nashville,Char Nashville - Lunch with Jimmy Wheeler (State of TN),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/124_char_nashville_2024-08-29_67_81.jpg
125,2024-08-29,PMC - PAID PARKING,9.29,PMC,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/125_pmc_2024-07-25_9_28.jpg
126,2024-08-30,CHUY'S 110,84.47,Chuy's,Chuys - Dinner with Rachel - Alix Colby Teppel,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/126_chuy_s_2024-08-30_84_46.jpg
127,2024-08-30,METROPOLIS PARKING,16.99,222 2nd Ave Garage,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/127_metropolis_2024-08-29_16_98.jpg
128,2024-08-30,MIDJOURNEY INC.,32.93,Midjourney Inc,Midjourney - Marketing - creative - pitch decks (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/128_midjourney_inc_2024-08-29_32_92.jpg
129,2024-08-31,APPLE.COM/BILL,19.99,Apple,Apple - ChatGPT Plus (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/129_apple_com_bill_2024-10-03_23_14.jpg
130,2024-09-01,EXPENSIFY INC.,19.76,Expensify,Expensify - Expense tracking and reporting (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/130_expensify_2024-09-01_19_76.jpeg
132,2024-09-03,METROPOLIS PARKING,17.88,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/132_metropolis_2024-09-03_17_87.jpg
133,2024-09-03,SQ *HIGH POINT COFFEE TN,24.17,High Point Coffee,High Point Coffee - Coffee with Scott Siman (Em.co),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/133_amazon_2024-09-03_24_12.png
134,2024-09-04,12 SOUTH TAPROOM & GRILL,59.16,12 South Taproom,12 South Taproom - Team dinner with Rachel - Kevin Sabbe,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/134_12_south_taproom_2024-09-04_49_15.jpg
135,2024-09-04,CORNER PUB,39.78,Corner Pub Green Hills,Corner Pub - Lunch with Scott Siman (Em.co) and Dallas Jackson,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/135_corner_pub_green_hills_2024-09-04_39_78.jpg
136,2024-09-04,CORNER PUB,45.15,Corner Pub Green Hills,Corner Pub - Lunch with Scott Siman (Em.co),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/136_corner_pub_green_hills_2024-09-04_37_14.jpg
137,2024-09-04,SQ *WELL COFFEEHOUSE BREN,5.46,Well Coffeehouse Brentwood,Well Coffeehouse - Coffee with Tyler Stevens (Kinwoven),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/137_the_well_coffeehouse_2024-09-04_5_46.jpg
911,2024-09-04,PMC - PAID PARKING,24.59,PMC,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/911_pmc_parking_2024-09-04_24_58.png
138,2024-09-05,METROPOLIS PARKING,21.00,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/138_metropolis_2024-09-05_21_00.jpg
651,2024-09-05,METROPOLIS PARKING,10.99,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/651_metropolis_2024-09-05_10_99.jpg
652,2024-09-05,SH NASHVILLE - OTHER,100.82,Soho House Nashville,Soho House Nashville - Meeting with Scott Siman (Em.co),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/652_soho_house_nashville_2024-09-05_100_81.jpg
654,2024-09-06,APPLE.COM/BILL,10.96,Apple,Apple - Textastic Code Editor (One-time),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/654_apple_com_bill_2024-09-06_10_96.jpg
657,2024-09-06,SH NASHVILLE - OTHER,40.07,Soho House Nashville,Soho House Nashville - Meeting with Brian Thurman (Taillight),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/657_soho_house_nashville_2024-09-06_40_07.jpg
658,2024-09-06,SH NASHVILLE - OTHER,24.56,Soho House Nashville,Soho House Nashville - Coffee with Mandy Goenner (Taillight),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/658_soho_house_nashville_2024-09-06_24_55.jpg
182,2024-09-07,GOLDEN NUGGET HOTEL LV,100.57,Golden Nugget Las Vegas,Golden Nugget Las Vegas - Hotel restaurant,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/182_golden_nugget_las_vegas_2024-09-10_100_56.jpg
660,2024-09-07,APPLE.COM/BILL,10.96,Apple,Apple - Textastic Code Editor (One-time),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/660_apple_com_2024-09-06_10_96.jpg
662,2024-09-07,METROPOLIS PARKING,26.25,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/662_metropolis_2024-09-06_26_25.jpg
139,2024-09-08,CLEAR *CLEARME.COM,318.00,CLEAR,TSA CLEAR - Expedited airport security,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/139_clear_2024-09-08_318_00.png
666,2024-09-08,CALENDARBRIDGE,10.00,CalendarBridge,CalendarBridge - Calendar sync across accounts (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/666_calendarbridge_2024-09-08_10_00.jpg
670,2024-09-08,SPOTIFY USA,13.13,Spotify USA Inc.,Spotify Premium - Music research and industry tracking (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/670_spotify_usa_inc_2024-09-08_13_13.jpg
671,2024-09-09,APPLE.COM/BILL,79.00,Apple,Apple - PLAUD AI Voice Recorder Pro (Annual),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/671_apple_com_bill_2024-09-08_93_26.jpg
672,2024-09-09,METROPOLIS PARKING,7.55,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/672_metropolis_2024-09-09_7_54.jpg
678,2024-09-10,BINION'S BARS,43.50,Front Bar\nBinions Gambling Hall & Hotel,Binions Las Vegas - NFR dinner,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/678_front_bar_binions_gambling_hal_2024-09-10_36_50.jpg
942,2024-09-10,DEL FRISCOS GRILL NASHVL,69.90,DEL FRISCOS GRILL NASHVL,Del Friscos Brentwood - Dinner with Sean Swarner,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/942_del_friscos_grill_nashvl_2024-09-10_69_90.png
680,2024-09-11,CADILLAC BAR LAS VEGAS,86.62,Cadillac Bar,Cadillac Bar Las Vegas - Area 15 meetings,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/680_cadillac_bar_2024-09-10_86_62.jpg
683,2024-09-11,TST* PYRAMIDS CAFE - AIRP,20.66,Pyramids Café - Airport,Pyramids Cafe Airport - Travel meal,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/683_pyramids_caf_airport_2024-09-10_20_66.jpg
684,2024-09-11,UBER *TRIP,44.78,Uber,Uber around Las Vegas - Area 15/Meow Wolf site visit,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/684_uber_2024-09-10_44_78.jpg
947,2024-09-11,SWA*UPGBOARD5264253430990,40.00,Southwest Airlines,Flight upgrade - Las Vegas,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/947_swa_upgboard5264253430990_2024-09-11_40_00.jpg
948,2024-09-11,SWA*UPGBOARD5264253431024,40.00,Southwest Airlines,Boarding upgrade - Las Vegas,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/948_swa_upgboard5264253431024_2024-09-11_40_00.jpg
4338,2024-09-11,APPLE.COM/BILL,24.99,Apple,Apple - Apple Developer Program (Annual),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4338_apple_apple_developer_program__month_2024-09-11_24_99.png
685,2024-09-12,GNLV THE GRILLE,27.22,The Grille,GNLV The Grille - Las Vegas (Area 15 meetings),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/685_the_grille_las_vegas_2024-09-11_27_21.jpg
686,2024-09-12,UBER *TRIP,26.92,Uber,Uber around Las Vegas - Area 15 partnership meetings,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/686_uber_2024-09-11_26_92.jpg
687,2024-09-12,UBER *TRIP,55.53,Uber,Uber from San Diego Airport to La Jolla - SoCal meetings,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/687_uber_2024-09-11_55_53.jpg
688,2024-09-12,UBER *TRIP,41.98,Uber,Uber from La Jolla to San Diego Airport - returning from meetings,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/688_uber_2024-09-14_39_75.png
689,2024-09-13,GOLDEN NUGGET HOTEL LV,313.01,Golden Nugget Las Vegas,Golden Nugget Hotel Las Vegas - Area 15 meetings,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/689_golden_nugget_las_vegas_2024-09-12_313_00.png
691,2024-09-14,CLOUDFLARE,5.00,Cloudflare,Cloudflare - CDN and DNS for Down Home websites (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/691_cloudflare_2025-01-14_5_00.jpg
692,2024-09-15,APPLE.COM/BILL,76.81,Apple,Apple - LinkedIn Premium Business (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/692_apple_com_bill_2024-08-15_76_81.jpg
693,2024-09-15,APPLE.COM/BILL,77.89,Apple,Apple - Contacts App - Fantastical & Flighty Pro (Annual),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/693_apple_com_2024-09-14_77_89.jpg
4330,2024-09-15,APPLE.COM/BILL,69.99,Apple,Apple - Apple Music Annual,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4330_apple_apple_music_annual_2024-09-15_69_99.png
4334,2024-09-15,APPLE.COM/BILL,15.99,Apple,Apple - Apple Music Individual (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4334_apple_apple_music_individual_2024-09-15_15_99.png
140,2024-09-16,PMC - PAID PARKING,26.22,PMC,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/140_stoppingby_2024-09-16_26_21.png
696,2024-09-16,METROPOLIS PARKING,17.88,Metropolis,Parking - Meeting with Dan Rowe,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/696_metropolis_parking_2024-09-16_17_87.jpg
697,2024-09-16,PARKINGMANAGEMENTCOMPANY,38.24,Truist Plaza,Parking - Meeting with Dan Rowe,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/697_truist_plaza_2024-09-16_38_24.jpg
700,2024-09-16,SH NASHVILLE - OTHER,40.07,Soho House Nashville,Soho House Nashville - Coffee with Dan Rowe,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/700_soho_house_nashville_2024-09-16_40_07.jpg
701,2024-09-16,TST*MARTINS BAR-B-QUE JO,144.06,Martin's Bar-B-Que Joint,Martins BBQ - Lunch with Dan Rowe,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/701_martin_s_bar_b_que_joint_2024-09-16_144_06.jpg
703,2024-09-17,UBER *TRIP,38.79,Uber,Uber to dinner in Nashville - industry networking,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/703_uber_2024-09-16_38_78.jpg
704,2024-09-18,METROPOLIS PARKING,10.99,Metropolis,Parking - Meeting with Randy Bernard,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/704_metropolis_2024-09-17_10_99.jpg
705,2024-09-18,SH NASHVILLE - OTHER,71.09,Soho House Nashville,Soho House Nashville - Dinner with Randy Bernard,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/705_soho_house_nashville_2024-09-18_71_09.jpg
971,2024-09-18,PMC - PAID PARKING,29.22,PMC,Parking - Meeting with Randy Bernard,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/971_pmc_paid_parking_2024-09-18_29_21.png
706,2024-09-19,AMERICANO LOUNGE,14.09,Americano Lounge,Americano Lounge - Coffee with Dan Rowe and Scott Siman (Em.co),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/706_americano_lounge_2024-09-19_14_08.png
708,2024-09-19,SH NASHVILLE - OTHER,11.63,Soho House Nashville,Soho House Nashville - Coffee with Rachel for Festival planning,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/708_soho_house_nashville_2024-09-19_11_63.jpg
709,2024-09-19,SH NASHVILLE - OTHER,38.78,Soho House Nashville,Soho House Nashville - Coffee with Mandy Goenner (Taillight),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/709_soho_house_nashville_2024-09-19_38_78.jpg
235,2024-09-20,METROPOLIS PARKING,26.25,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/235_metropolis_2024-09-19_26_25.jpg
711,2024-09-21,201 BELCOURT LOT,5.60,Belcourt Luke II,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/711_201_belcourt_lot_2024-09-21_5_59.jpg
715,2024-09-24,CLAUDE.AI SUBSCRIPTION,21.95,Anthropic,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/715_anthropic_2024-09-23_21_94.jpg
716,2024-09-24,SH NASHVILLE - OTHER,689.59,Soho House Nashville,Soho House - Dinner with Jelly Roll (Artist) - Jon (manager) - Alex,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/716_soho_house_nashville_2024-09-24_689_59.jpg
141,2024-09-25,PMC - PAID PARKING,26.22,PMC,Parking - Film Festival Soho,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/141_pmc_parking_2024-09-25_26_21.png
718,2024-09-25,LAZGO NASHVILLE M32180,5.18,LAZgo,LAZ Parking - YouTube Soho meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/718_lazgo_2024-09-25_5_17.jpg
720,2024-09-25,SH NASHVILLE - OTHER,224.64,Soho House Nashville,Soho House - Meeting with Bill Stapleton - Tim Staples (Shareability) - Pat Humes - Jason Ross (Down Home),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/720_soho_house_nashville_2023-09-25_224_63.jpg
721,2024-09-25,THE GATEWAY TO NASHVILLE,20.00,Gateway to Nashville,Gateway to Nashville - Business expense,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/721_the_gateway_to_nashville_2024-09-25_20_00.png
248,2024-09-26,PARK HAPPY LLC,8.85,Park Happy,Parking - During Film Festival,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/248_park_happy_2024-09-26_8_84.jpg
722,2024-09-26,IMDBPRO,19.99,IMDb.com  Inc.,IMDb Pro - Film/TV industry database (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/722_imdb_com_inc_2024-09-26_19_98.jpg
724,2024-09-26,SH NASHVILLE - OTHER,14.22,Soho House Nashville,Soho House Nashville - During Film Festival,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/724_soho_house_nashville_2024-09-26_14_22.jpg
725,2024-09-28,APPLE.COM/BILL,40.33,Apple,Apple - Apple One Monthly,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/725_apple_services_2024-07-27_40_32.jpg
1627,2024-09-28,IM-ADA.AI,25.00,Ada AI,Ada AI - AI conversation platform (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1627_imadaai_2024-09-28_25_00.jpg
726,2024-09-30,IM-ADA.AI,50.00,Ada AI,Ada AI - AI conversation platform (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/726_im_ada_ai_2024-09-30_50_00.png
727,2024-09-30,MIDJOURNEY INC.,32.93,Midjourney Inc,Midjourney - Marketing - creative - pitch decks (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/727_midjourney_inc_2024-09-29_32_92.jpg
728,2024-10-01,EXPENSIFY INC.,19.76,Expensify,Expensify - Expense tracking and reporting (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/728_expensify_2024-10-02_19_76.jpg
729,2024-10-01,TST* THE GREENHOUSE BAR,61.00,the GreenHouse,Greenhouse Bar - Lunch with Rachel - Kevin Sabbe,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/729_the_greenhouse_2024-09-30_61_00.jpg
730,2024-10-01,TST*BONGO JAVA BELMONT,10.49,Bongo Java,Bongo Java - Coffee with Michael (Producer - 911 Nashville),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/730_bongo_java_belmont_2024-10-01_10_49.jpg
4289,2024-10-01,Soho House Membership,2640.00,SOHO HOUSE & CO,Soho House Nashville - Annual membership renewal,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4289_soho_house_membership_2024-10-01_2640_00.jpg
733,2024-10-03,TST* SMOKIN THIGHS LLC,106.85,Smokin Thighs @ 611,Smokin Thighs Nashville - Lunch with Tom May (Shareability) - Tyler Stevens (Kinwoven) - Tim Staples (Shareability),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/733_smokin_thighs_2024-10-02_106_84.jpg
734,2024-10-03,TST*HEARTS CAFE,27.40,Hearts Cafe,Hearts Cafe Nashville - Coffee with Dawn Gates (UMG Nashville),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/734_hearts_cafe_2024-10-03_27_39.jpg
999,2024-10-03,PMC - PAID PARKING,20.76,PMC,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/999_pmc_parking_2024-10-03_20_76.png
736,2024-10-04,APPLE.COM/BILL,19.99,Apple,Apple - ChatGPT Plus (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/736_apple_com_2024-10-03_23_14.jpg
737,2024-10-04,IM-ADA.AI,25.00,Ada AI,Ada AI - AI conversation platform (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/737_ada_ai_2024-11-03_25_00.jpg
738,2024-10-04,METROPOLIS PARKING,21.00,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/738_metropolis_2024-10-04_21_00.jpg
739,2024-10-04,SH NASHVILLE - OTHER,23.27,Soho House Nashville,Soho House Nashville - Coffee with Ben Kline (Red Light Management),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/739_soho_house_nashville_2024-11-01_23_26.jpg
741,2024-10-07,SH NASHVILLE - OTHER,52.99,Soho House Nashville,Soho House Nashville - Meeting with Tim Staples (Shareability),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/741_soho_house_nashville_2019-11-24_52_99.jpg
1010,2024-10-07,SH NASHVILLE - OTHER,29.73,Soho House Nashville,Soho House Nashville - Meeting with Tim Staples (Shareability),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1010_soho_house_nashville_2024-10-07_29_73.jpg
143,2024-10-08,CORNER PUB,83.92,Corner Pub Green Hills,Corner Pub - Lunch with Scott Siman (Em.co) and Dallas Jackson,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/143_s7_00_2024-10-08_83_92.jpg
1011,2024-10-08,CALENDARBRIDGE,10.00,CalendarBridge,CalendarBridge - Calendar sync across accounts (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1011_calendarbridge_2024-10-08_10_00.jpg
1013,2024-10-08,IM-ADA.AI,50.00,Ada AI,Ada AI - AI conversation platform (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1013_im_ada_ai_2024-10-08_50_00.jpg
1014,2024-10-08,METROPOLIS PARKING,26.25,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1014_metropolis_2024-10-07_26_25.jpg
1015,2024-10-08,SPOTIFY USA,13.13,Spotify USA Inc.,Spotify Premium - Music research and industry tracking (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1015_spotify_usa_inc_2024-11-08_13_13.jpg
1016,2024-10-09,PMC - PAID PARKING,30.05,PMC,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1016_pmc_paid_parking_2024-10-09_30_05.png
1017,2024-10-10,12 SOUTH TAPROOM & GRILL,123.79,12 South Taproom,12 South Taproom - Team dinner with Rachel - Kevin Sabbe,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1017_12_south_taproom_2024-10-09_123_79.jpg
1019,2024-10-11,DD *DOORDASH LASPALMAS,24.22,Las Palmas Mexican Restaurant,Las Palmas - Down Home house meeting with Rachel - Kevin Sabbe,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1019_las_palmas_mexican_restaurant_2024-10-10_24_21.jpg
1020,2024-10-11,SH NASHVILLE - OTHER,23.27,Soho House Nashville,Soho House Nashville - Coffee with Scott Siman (Em.co),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1020_soho_house_nashville_2024-10-11_23_26.png
1021,2024-10-11,SH NASHVILLE - OTHER,27.14,Soho House Nashville,Soho House Nashville - Lunch with Tim Staples (Shareability),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1021_soho_house_nashville_2024-11-25_25_37.jpg
1022,2024-10-11,SH NASHVILLE - OTHER,62.04,Soho House Nashville,Soho House Nashville - Meeting with Jason Ross (Down Home),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1022_sh_nashville_other_2024-10-11_62_03.jpg
1024,2024-10-13,SOURCEGRAPH INC,9.00,Sourcegraph  Inc.,Sourcegraph - Code search and intelligence (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1024_sourcegraph_inc_2024-10-13_9_00.jpg
1025,2024-10-14,CLOUDFLARE,5.00,Cloudflare,Cloudflare - CDN and DNS for Down Home websites (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1025_cloudflare_2025-01-14_5_00.jpg
1026,2024-10-15,CHAR GREEN HILLS,422.72,Char-Nashville,Char Nashville - Dinner with Bill Stapleton - Scott Siman (Em.co) - Kelly Clague (Em.co),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1026_char_nashville_2024-10-15_422_72.jpg
1027,2024-10-16,ACADEMY OF COUNTRY MUS,1450.00,Academy of Country Music,Academy of Country Music - Industry membership (Annual),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1027_academy_of_country_music_2024-10-16_1450_00.jpg
1029,2024-10-16,CORNER PUB,133.44,Corner Pub Green Hills,Corner Pub - Lunch with Scott Siman (Em.co) and Dallas Jackson,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1029_corner_pub_green_hills_2024-10-16_133_43.jpg
1030,2024-10-16,PMC - PAID PARKING,19.94,PMC,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1030_pmc_parking_2024-10-16_19_94.png
1032,2024-10-16,SH NASHVILLE - OTHER,37.48,Soho House Nashville,Soho House Nashville - Coffee with Tim Staples (Shareability),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1032_soho_house_nashville_2024-10-16_37_47.jpg
1033,2024-10-16,SH NASHVILLE - OTHER,29.73,Soho House Nashville,Soho House Nashville - Meeting with Tim Staples (Shareability),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1033_soho_house_nashville_2024-10-16_29_73.jpg
1034,2024-10-16,SH NASHVILLE F&B,84.35,Soho House Nashville,Soho House Nashville - Meeting with Tim Staples (Shareability) and Brian,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1034_soho_house_nashville_2024-10-16_84_34.jpg
1629,2024-10-16,PMC - PAID PARKING,26.22,PMC,Parking - Meeting with Tim Staples (Shareability),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1629_pmc_paid_parking_2024-10-16_26_22.jpg
