Index,Date,Amount,Merchant,Category,Status,Attention,AI_Confidence,Receipt_Merchant,Receipt_Total,Receipt_Date,Receipt_URL,Notes
568,2025-03-08,$13.13,SPOTIFY USA,Software & Subscriptions,good,VERIFIED (previous run),90%,Spotify USA Inc.,13.13,2024-07-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2025-03-08_13_13_3.jpg,
564,2025-03-07,$20.00,CURSOR AI POWERED IDE,Software & Subscriptions,good,VERIFIED (previous run),100%,cursor ai powered ide 2025 03 07 700,,2025-03-07,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_ai_powered_ide_2025-03-07_20_0.jpg,
566,2025-03-07,$4.88,LAZ PARKING M32180-FLOWB,Auto & Parking,good,VERIFIED (previous run),100%,Nashville,4.88,2025-03-07,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/laz_parking_m32180_flowb_2025-03-07_4_88.jpg,
558,2025-03-06,$26.18,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),100%,PMC PARKING,26.18,2025-03-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-03-06_26_18.png,
559,2025-03-06,$29.63,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),100%,PMC - PAID PARKING,29.63,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-03-06_29_63.jpg,
560,2025-03-06,$49.31,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),100%,Soho House Nashville,49.31,2025-03-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-03-06_49_31.PNG,
561,2025-03-06,$23.36,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),100%,sh nashville other 2025 03 06 500,6.00,2025-03-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-03-06_23_36.jpg,
562,2025-03-06,$30.92,TST* JUST LOVE COFFEE - M,Meals & Entertainment,good,VERIFIED (previous run),,just love coffee m 2025 03 06 900,,2025-03-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_just_love_coffee_m_2025-03-06_30_92.jpg,
554,2025-03-03,$3.68,CURSOR USAGE FEB,Software & Subscriptions,good,VERIFIED (previous run),100%,cursor usage jan,3.15,2025-02-03,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_feb_2025-03-03_3_68.jpg,
549,2025-02-28,$9.73,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis,9.73,2025-02-28,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-02-28_9_73_3.jpg,
550,2025-02-28,$32.93,MIDJOURNEY INC.,Software & Subscriptions,good,VERIFIED (previous run),100%,Midjourney Inc,32.93,2025-02-27,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2025-02-28_32_93.jpg,
543,2025-02-26,$65.36,CORNER PUB,Meals & Entertainment,good,VERIFIED (previous run),100%,The Original Corner Pub,65.36,2025-02-26,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2025-02-26_65_36.jpg,
544,2025-02-26,$20.00,CURSOR USAGE MID FEB,Software & Subscriptions,good,VERIFIED (previous run),50%,cursor usage mid feb,26.20,2025-02-26,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_mid_feb_2025-02-26_20_0.jpg,
546,2025-02-26,$15.99,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis,15.99,2025-02-26,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-02-26_15_99.jpg,
547,2025-02-26,$85.64,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),85%,Soho House Nashville,85.22,2024-06-11,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-02-26_85_64.jpg,
540,2025-02-25,$44.25,SHOEBOXED.COM,General,good,VERIFIED (previous run),,shoeboxedcom,25.44,2025-02-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/shoeboxedcom_2025-02-25_44_25_3.jpg,
541,2025-02-25,$49.61,TST* BOOTLEGGERS INN,Travel,good,VERIFIED (previous run),100%,Bootleggers Inn,49.61,2025-02-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_bootleggers_inn_2025-02-25_49_61.jpg,
538,2025-02-24,$21.95,CLAUDE.AI SUBSCRIPTION,Software & Subscriptions,good,VERIFIED (previous run),100%,"Anthropic, PBC - Claude Pro",21.95,2025-02-23,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2025-02-24_21_95.jpg,
537,2025-02-21,$26.25,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis Parking,26.25,2025-02-20,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-02-21_26_25_3.jpg,
534,2025-02-20,$20.00,CURSOR USAGE MID FEB,Software & Subscriptions,good,VERIFIED (previous run),100%,cursor usage mid feb 2025 02 20 700,,2025-02-20,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_mid_feb_2025-02-20_20_0.jpg,
535,2025-02-20,$7.79,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),,atha Mnuae,7.79,2025-02-20,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-02-20_7_79.PNG,
536,2025-02-20,$261.61,SH NASHVILLE F&AMP;B,Meals & Entertainment,good,VERIFIED (previous run),100%,SH Nashville,261.61,2025-02-20,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2025-02-20_261_61.jpg,
533,2025-02-18,$57.62,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,57.62,2025-02-17,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2025-02-18_57_62.jpg,
526,2025-02-14,$10.00,CLOUDFLARE,Software & Subscriptions,good,VERIFIED (previous run),100%,CLOUDFLARE,10.00,2025-02-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-02-14_10_0.jpg,
527,2025-02-14,$55.95,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,55.95,2025-02-13,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2025-02-14_55_95_3.jpg,
525,2025-02-13,$9.00,SOURCEGRAPH INC,Software & Subscriptions,good,VERIFIED (previous run),100%,sourcegraph inc,9.00,2025-06-13,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2025-02-13_9_0.jpg,
509,2025-02-11,$24.05,4289 TONY &AMP; BENNYS,Meals & Entertainment,good,VERIFIED (previous run),100%,TONY & BENNYS,24.05,2025-02-11,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/4289_tony_amp_bennys_2025-02-11_24_05_3.jpg,
510,2025-02-11,$44.75,ARTHOUSE HOTEL NEW YORK C,Travel,good,VERIFIED (previous run),100%,ArtHouse Hotel New York City,159.00,2025-02-10,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/arthouse_hotel_new_york_c_2025-02-11_44_75_3.jpg,
512,2025-02-11,$14.24,SQ *BREADS BAKERY UPPER E,Meals & Entertainment,good,VERIFIED (previous run),100%,Breads Bakery Upper East Side,14.24,2025-02-11,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_breads_bakery_upper_e_2025-02-11_14_24_3.jpg,
507,2025-02-08,$10.00,CALENDARBRIDGE,Software & Subscriptions,good,VERIFIED (previous run),100%,CalendarBridge,10.00,2025-02-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2025-02-08_10_0.jpg,
508,2025-02-08,$13.13,SPOTIFY USA,Software & Subscriptions,good,VERIFIED (previous run),50%,Spotify USA Inc.,13.13,2024-09-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2025-02-08_13_13_3.jpg,
505,2025-02-07,$17.29,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),100%,PMC PARKING,17.29,2025-02-07,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-02-07_17_29.png,
502,2025-02-07,$19.37,CHAR GREEN HILLS,Meals & Entertainment,good,VERIFIED (previous run),100%,Char-Nashville,19.37,2025-02-07,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/char_green_hills_2025-02-07_19_37_3.jpg,
504,2025-02-07,$38.73,FIRST WATCH - 0462,Meals & Entertainment,good,VERIFIED (previous run),100%,first watch 0462 2025 02 07 600,,2025-02-07,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/first_watch_0462_2025-02-07_38_73.jpg,
506,2025-02-07,$12.35,PMC - PAID PARKING,Auto & Parking,auto_approved,VERIFIED (previous run),100%,,,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-02-07_12_35.png,
497,2025-02-05,$15.99,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,METROPOLIS,15.99,2025-02-05,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-02-05_15_99_3.jpg,
498,2025-02-05,$8.40,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),100%,PMC PARKING,8.40,2025-02-05,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-02-05_8_40.jpg,
499,2025-02-05,$65.86,SH NASHVILLE F&AMP;B,Meals & Entertainment,good,VERIFIED (previous run),70%,Sohb House,65.86,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2025-02-05_65_86.jpg,
500,2025-02-05,$105.38,TST*BROWNS DINER,Meals & Entertainment,good,VERIFIED (previous run),100%,,,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstbrowns_diner_2025-02-05_105_38.jpg,
494,2025-02-03,$15.92,CURSOR USAGE JAN,Software & Subscriptions,good,VERIFIED (previous run),100%,Cursor,15.92,2025-02-03,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_usage_jan_2025-02-03_15_92_3.jpg,
493,2025-02-01,$19.76,EXPENSIFY INC.,Software & Subscriptions,good,VERIFIED (previous run),100%,Expensify,19.76,2025-02-01,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2025-02-01_19_76_3.jpg,
491,2025-01-30,$32.93,MIDJOURNEY INC.,Software & Subscriptions,good,VERIFIED (previous run),100%,Midjourney Inc,32.93,2025-01-29,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2025-01-30_32_93.jpg,
492,2025-01-30,$59.62,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,59.62,2025-01-29,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2025-01-30_59_62.jpg,
490,2025-01-29,$12.72,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,12.72,2025-01-29,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2025-01-29_12_72_3.jpg,
489,2025-01-25,$44.25,SHOEBOXED.COM,General,good,VERIFIED (previous run),,shoeboxedcom,25.44,2025-01-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/shoeboxedcom_2025-01-25_44_25.jpg,
487,2025-01-24,$21.95,CLAUDE.AI SUBSCRIPTION,Software & Subscriptions,good,VERIFIED (previous run),100%,Anthropic,21.95,2025-01-23,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2025-01-24_21_95.jpg,
488,2025-01-24,$35.00,PIKA.ART,General,good,VERIFIED (previous run),100%,Pika,35.00,2025-01-24,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pikaart_2025-01-24_35_0.jpg,
486,2025-01-23,$26.25,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,metropolis,26.25,2025-01-22,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-23_26_25_3.jpg,
483,2025-01-22,$26.25,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,metropolis,26.25,2025-01-21,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-22_26_25_3.jpg,
484,2025-01-22,$52.99,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),,Soho House Nashville,52.99,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-22_52_99.PNG,
485,2025-01-22,$7.76,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),100%,Soho House Nashville,7.76,2025-01-21,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-22_7_76.png,
479,2025-01-21,$7.76,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),100%,Soho House Nashville,7.76,2025-01-21,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-21_7_76.png,
480,2025-01-21,$45.24,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),,Soho House Nashville,45.24,2025-01-21,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-21_45_24.PNG,
481,2025-01-21,$15.51,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),85%,Soho House Nashville,15.51,2025-01-21,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2025-01-21_15_51.jpg,
478,2025-01-20,$11.46,CURSOR AI POWERED IDE,Software & Subscriptions,good,VERIFIED (previous run),100%,cursor ai powered ide,7.20,2025-04-07,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cursor_ai_powered_ide_2025-01-20_11_46.jpg,
476,2025-01-18,$160.00,CHARTMETRIC,Software & Subscriptions,good,VERIFIED (previous run),100%,"Chartmetric, Inc.",160.00,2025-01-18,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chartmetric_2025-01-18_160_0.jpg,
477,2025-01-18,$10.23,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis,10.23,2025-01-17,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-18_10_23_3.jpg,
475,2025-01-17,$26.25,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis,26.25,2025-01-16,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-17_26_25_3.jpg,
474,2025-01-16,$78.00,TST* MELROSE BILLIARD PAR,Meals & Entertainment,good,VERIFIED (previous run),100%,Melrose Billiard Parlor,78.00,2025-01-15,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_melrose_billiard_par_2025-01-16_78_0.jpg,
470,2025-01-15,$4.84,CLOUDFLARE,Software & Subscriptions,good,VERIFIED (previous run),100%,CLOUDFLARE,4.84,2025-01-15,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-01-15_4_84.jpg,
471,2025-01-15,$50.28,JERSEY MIKES ONLINE UC,Meals & Entertainment,good,VERIFIED (previous run),,jersey mikes online uc 2025 01 15 600,,2025-01-15,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/jersey_mikes_online_uc_2025-01-15_50_28_3.jpg,
467,2025-01-14,$5.00,CLOUDFLARE,Software & Subscriptions,good,VERIFIED (previous run),100%,CLOUDFLARE,5.00,2025-01-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2025-01-14_5_0.jpg,
468,2025-01-14,$9.73,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis,9.73,2025-01-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-14_9_73_3.jpg,
469,2025-01-14,$26.22,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),100%,PMC - PAID PARKING,26.22,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-01-14_26_22.jpg,
466,2025-01-13,$9.00,SOURCEGRAPH INC,Software & Subscriptions,good,VERIFIED (previous run),80%,"Sourcegraph, Inc.",9.00,2024-11-13,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2025-01-13_9_0.jpg,
462,2025-01-09,$21.00,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,metropolis,21.00,2025-01-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-09_21_0.jpg,
463,2025-01-09,$23.21,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),100%,stoppingby,20.00,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2025-01-09_23_21.png,
459,2025-01-08,$17.88,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,METROPOLIS,17.88,2025-01-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-08_17_88.jpg,
460,2025-01-08,$13.13,SPOTIFY USA,Software & Subscriptions,good,VERIFIED (previous run),100%,Spotify USA Inc.,13.13,2024-12-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2025-01-08_13_13_3.jpg,
461,2025-01-08,$24.56,TST*DICEYS TAVERN - NAS,Meals & Entertainment,good,VERIFIED (previous run),,Dicey's Pizza & Tavern - Chicago,24.56,2025-01-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstdiceys_tavern_nas_2025-01-08_24_56.png,Meal expense at Diceys Tavern with Brian and colleagues to discuss film and TV projects.
457,2025-01-07,$16.54,SQ *MONAMIE COFFEE,Meals & Entertainment,good,VERIFIED (previous run),100%,Monamie Coffee,16.54,2025-01-07,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_monamie_coffee_2025-01-07_16_54.jpg,
451,2025-01-06,$18.47,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,,,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-06_18_47.jpg,
452,2025-01-06,$15.99,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis Parking,15.99,2025-01-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2025-01-06_15_99_3.jpg,
455,2025-01-06,$50.00,THE DONELSON PUB,Meals & Entertainment,good,VERIFIED (previous run),100%,THE DONELSON PUB,50.00,2025-01-05,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/the_donelson_pub_2025-01-06_50_0.jpg,
450,2025-01-05,$155.60,THE GOAT MOUNT JULIET,Meals & Entertainment,good,VERIFIED (previous run),100%,THE GOAT MOUNT JULIET,135.60,2025-01-04,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/the_goat_mount_juliet_2025-01-05_155_6.jpg,
448,2025-01-04,$78.36,DEL FRISCOS GRIL BRNTWOD,Meals & Entertainment,good,VERIFIED (previous run),100%,Del Frisco's Grille,78.36,2025-01-03,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/del_friscos_gril_brntwod_2025-01-04_78_36.jpg,
449,2025-01-04,$65.88,DEL FRISCOS GRIL BRNTWOD,Meals & Entertainment,good,VERIFIED (previous run),100%,Del Frisco's Grille,65.88,2025-01-03,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/del_friscos_gril_brntwod_2025-01-04_65_88.jpg,
447,2025-01-01,$19.76,EXPENSIFY INC.,Software & Subscriptions,good,VERIFIED (previous run),100%,Expensify,19.76,2025-01-01,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2025-01-01_19_76_3.jpg,
445,2024-12-30,$51.30,LITTLE CAESARS 1890-0003,Meals & Entertainment,good,VERIFIED (previous run),100%,Little Caesars,51.30,2024-12-30,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/little_caesars_1890_0003_2024-12-30_51_3.jpg,
446,2024-12-30,$32.93,MIDJOURNEY INC.,Software & Subscriptions,good,VERIFIED (previous run),100%,Midjourney Inc,32.93,2024-12-29,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-12-30_32_93.jpg,
443,2024-12-25,$44.25,SHOEBOXED.* TRIAL PROF,General,good,VERIFIED (previous run),,shoeboxed trial prof,25.44,2024-12-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/shoeboxed_trial_prof_2024-12-25_44_25_3.jpg,
441,2024-12-24,$21.95,CLAUDE.AI SUBSCRIPTION,Software & Subscriptions,good,VERIFIED (previous run),100%,Anthropic,21.95,2024-12-23,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-12-24_21_95.jpg,
442,2024-12-24,$28.00,PIKA.ART,General,good,VERIFIED (previous run),100%,Prika,28.00,2024-12-23,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pikaart_2024-12-24_28_0.jpg,
436,2024-12-20,$20.68,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),100%,Soho House Nashville,20.68,2024-12-20,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-12-20_20_68.jpg,
437,2024-12-20,$49.84,TST*GREEN HILLS GRILLE,Meals & Entertainment,good,VERIFIED (previous run),100%,Green Hills Grille,49.84,2024-12-20,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstgreen_hills_grille_2024-12-20_49_84_3.jpg,
434,2024-12-19,$16.29,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,metropolis,15.99,2024-12-18,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-12-19_16_29.jpg,
435,2024-12-19,$360.00,ROSTR PRO* TRIAL OVER,General,good,VERIFIED (previous run),100%,"ROSTR, Inc",360.00,2024-12-19,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/rostr_pro_trial_over_2024-12-19_360_0.jpg,
429,2024-12-18,$160.00,CHARTMETRIC,Software & Subscriptions,good,VERIFIED (previous run),100%,"Chartmetric, Inc.",160.00,2024-12-18,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chartmetric_2024-12-18_160_0.jpg,
430,2024-12-18,$15.99,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,metropolis,15.99,2024-12-18,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-12-18_15_99_3.jpg,
431,2024-12-18,$55.98,W NASHVILLE,Travel,good,VERIFIED (previous run),100%,W Nashville,55.98,2024-12-18,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/w_nashville_2024-12-18_55_98.jpg,
432,2024-12-18,$180.00,W NASHVILLE,Travel,good,VERIFIED (previous run),100%,W Nashville,180.00,2024-12-18,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/w_nashville_2024-12-18_180_0.jpg,
427,2024-12-17,$21.00,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,metropolis,21.00,2024-12-12,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-12-17_21_0.jpg,
428,2024-12-17,$80.70,TST*CROWS NEST,Meals & Entertainment,good,VERIFIED (previous run),100%,Crow's Nest,80.70,2024-12-17,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstcrows_nest_2024-12-17_80_7.jpg,
420,2024-12-13,$9.00,SOURCEGRAPH INC,Software & Subscriptions,good,VERIFIED (previous run),100%,sourcegraph inc 2024 11,13.90,2024-11-13,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2024-12-13_9_0.jpg,
418,2024-12-12,$21.00,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis,21.00,2024-12-12,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-12-12_21_0.jpg,
419,2024-12-12,$15.51,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),100%,Soho House Nashville,15.51,2024-12-12,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-12-12_15_51.png,
416,2024-12-09,$34.07,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,34.07,2024-12-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-09_34_07_3.jpg,
417,2024-12-09,$46.83,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,46.83,2024-12-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-12-09_46_83.jpg,
412,2024-12-08,$10.00,CALENDARBRIDGE,Software & Subscriptions,good,VERIFIED (previous run),100%,CalendarBridge,10.00,2024-12-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-12-08_10_0.jpg,
413,2024-12-08,$13.13,SPOTIFY USA,Software & Subscriptions,good,VERIFIED (previous run),100%,Spotify USA Inc.,13.13,2024-12-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-12-08_13_13_3.jpg,
414,2024-12-08,$35.00,VHLV-KITCHEN AT COMMON,Meals & Entertainment,good,VERIFIED (previous run),100%,VHLV-KITCHEN AT COMMON,35.00,2024-12-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/vhlv_kitchen_at_common_2024-12-08_35_0.jpg,
405,2024-12-07,$19.00,DESERT STAR LOUNGE,Meals & Entertainment,good,VERIFIED (previous run),100%,Desert Star Bar,19.00,2024-12-07,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/desert_star_lounge_2024-12-07_19_0.jpg,
406,2024-12-07,$1142.43,GOLDEN NUGGET HOTEL LV,Travel,good,VERIFIED (previous run),100%,GOLDEN NUGGET LAS VEGAS,1142.43,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/golden_nugget_hotel_lv_2024-12-07_1142_43.png,
